Iteration No,Ibias,
1,0.0006904739527553206,
2,0.0006842264085773633,
3,0.0006827926277079656,
4,0.0006804543129058289,
5,0.0006758437944149112,
6,0.0006732915417230018,
7,0.0006696337571370459,
8,0.0006667465443856995,
9,0.000663524768807927,
10,0.0006606165440020098,
11,0.0006576385201199655,
12,0.0006548114108311979,
13,0.0006520016080662999,
14,0.0006492807178396219,
15,0.0006466044623799503,
16,0.0006439950151825166,
17,0.0006414372967123567,
18,0.0006389369200022182,
19,0.000636489325879903,
20,0.0006340955504476397,
21,0.0006317525201648426,
22,0.0006294597794417055,
23,0.0006272151658748014,
24,0.000625016688623209,
25,0.0006228633626800274,
26,0.0006207550889850798,
27,0.0006186922284576865,
28,0.0006166742654441935,
29,0.0006147016013695481,
30,0.0006127728423041699,
31,0.0006108867324998485,
32,0.0006090444808623538,
33,0.0006072444999636181,
34,0.0006054873845038135,
35,0.0006037727090194963,
36,0.000602100935450804,
37,0.0006004707272691494,
38,0.0005988831975895996,
39,0.0005973373425998443,
40,0.0005958321381878313,
41,0.0005943683851643463,
42,0.0005929458186870482,
43,0.0005915644054842886,
44,0.0005902230682430271,
45,0.0005889228586317022,
46,0.0005876634279037308,
47,0.0005864448956246155,
48,0.0005852668009504466,
49,0.0005841289156822291,
50,0.0005830314099479686,
51,0.0005819754301659261,
52,0.000580962568870911,
53,0.0005799924728821641,
54,0.0005790646767940204,
55,0.0005781793887157503,
56,0.0005773364244153857,
57,0.0005765364045597488,
58,0.0005757783967130696,
59,0.0005750631966389267,
60,0.000574392215982122,
61,0.0005737643464134273,
62,0.0005731811505101173,
63,0.0005726413138154097,
64,0.0005721444707998377,
65,0.0005716913803692962,
66,0.0005712822376214341,
67,0.0005709179047382183,
68,0.0005705980126868653,
69,0.0005703236509766144,
70,0.0005700937042971655,
71,0.0005699088716732748,
72,0.0005697689372156319,
73,0.0005696736741005908,
74,0.0005696250742830908,
75,0.0005696218195207644,
76,0.000569665111586255,
77,0.0005697534056009331,
78,0.000569885956172331,
79,0.0005700629196356767,
80,0.0005702839235049103,
81,0.0005705506705623142,
82,0.0005708617754570896,
83,0.0005712184897660305,
84,0.0005716184724046619,
85,0.0005720610201240268,
86,0.000572545646989124,
87,0.0005730704038788257,
88,0.0005736341424418047,
89,0.0005742382494213973,
90,0.000574885245895876,
91,0.000575571418433935,
92,0.0005762978954201895,
93,0.000577061681391957,
94,0.0005778601230290352,
95,0.00057869395190946,
96,0.0005795646106560471,
97,0.0005804698364056497,
98,0.0005814083024787776,
99,0.0005823813196721961,
100,0.0005833840574966153,
101,0.0005844158177458814,
102,0.0005854763444937482,
103,0.0005865642666221958,
104,0.0005876799191934097,
105,0.0005888224411318781,
106,0.000589987076672648,
107,0.0005911664520621956,
108,0.0005923547388657171,
109,0.0005935501212956772,
110,0.0005947529226173249,
111,0.0005959681672008481,
112,0.0005972021428100318,
113,0.0005984578353953557,
114,0.0005997379790802332,
115,0.0006010439974941976,
