Iteration No,Ibias,
1,0.00028936100173694536,
2,0.00028933690007900087,
3,0.00029060705934838045,
4,0.00029247918775602406,
5,0.0002955141253453822,
6,0.00029873089390984673,
7,0.00030057748084475546,
8,0.00030044885229265695,
9,0.0002986213875018656,
10,0.00029585387710341616,
11,0.00029280173923359294,
12,0.00028985242161514715,
13,0.00028716382553035436,
14,0.000284700590197548,
15,0.0002824219079229432,
16,0.0002802851863408389,
17,0.0002782634757623881,
18,0.0002763388216721357,
19,0.0002745262282896942,
20,0.000272777097902044,
21,0.0002710902650472126,
22,0.0002694571878658673,
23,0.00026791690175157477,
24,0.0002664238524690562,
25,0.00026497235642865713,
26,0.0002636547492243515,
27,0.000262282117144272,
28,0.0002609424287889836,
29,0.0002597411464208919,
30,0.00025862438638715897,
31,0.0002575212118745443,
32,0.00025655821244652857,
33,0.00025548208149741723,
34,0.0002542504228702603,
35,0.0002531893987929699,
36,0.00025200956520954906,
37,0.00025085319929295393,
38,0.0002498132856016339,
39,0.00024884378121534047,
40,0.00024787840325309247,
41,0.0002469189379314236,
42,0.0002460497501147005,
43,0.00024497471290178786,
44,0.0002439197374556702,
45,0.0002428843787757494,
46,0.0002418877197688773,
47,0.00024090447794969798,
48,0.00023993621300732594,
49,0.00023898258277812648,
50,0.000238064967182232,
51,0.00023716005787349315,
52,0.00023626756447056823,
53,0.00023544590064266568,
54,0.0002346740360642509,
55,0.00023390696482124756,
56,0.00023314792968900008,
57,0.00023258526241406508,
58,0.00023175051658899296,
59,0.00023118523494637086,
60,0.00023061346413631508,
61,0.00023004142800226606,
62,0.00022946508678752155,
63,0.00022889808675837208,
64,0.0002283246658333511,
65,0.00022750115945787848,
66,0.00022697778858788163,
67,0.0002261904751390023,
68,0.00022543965593096842,
69,0.00022500691010166865,
70,0.0002242916790990907,
71,0.00022360963648873235,
72,0.00022325338248352063,
73,0.00022259241253364402,
74,0.0002219699102286634,
75,0.0002216898262289825,
76,0.0002210896750693629,
77,0.0002205327959606729,
78,0.00022033266380337365,
79,0.00021979508597504306,
80,0.00021930536791698685,
81,0.00021918375726816519,
82,0.00021870644365540337,
83,0.00021827995175092326,
84,0.00021823369464481804,
85,0.00021781368544643363,
86,0.0002174487780922578,
87,0.00021747388465757266,
88,0.00021710667633740977,
89,0.00021679879813360468,
90,0.00021688813701447918,
91,0.0002165692260799356,
92,0.00021631517730944162,
93,0.00021646536393612315,
94,0.00021619417595648103,
95,0.00021599193528520926,
96,0.00021620176586185946,
97,0.00021597614523189356,
98,0.00021582077027477227,
99,0.00021608070482453677,
100,0.00021589185197173438,
101,0.00021578124283772466,
102,0.00021609325609287484,
103,0.00021594263340339083,
104,0.00021586639677893636,
105,0.0002162077310252146,
106,0.00021607535975170345,
107,0.00021602666294454195,
108,0.0002164040763580097,
109,0.0002162975243163325,
110,0.00021627350769021326,
111,0.0002166707174056256,
112,0.00021657584058184728,
113,0.00021657143533487013,
114,0.00021699143655722256,
115,0.00021691067473129407,
116,0.0002169181317816673,
117,0.00021734566022121646,
118,0.00021726599710064634,
119,0.00021728365707283565,
120,0.0002177258979021735,
121,0.0002176508868230035,
122,0.00021766987478585655,
123,0.00021810573320389984,
124,0.00021802167082967937,
125,0.00021804677627263383,
126,0.00021848918581092797,
127,0.00021840402236579385,
128,0.00021841988719952998,
129,0.00021884241561925244,
130,0.00021873395940735966,
131,0.00021873560087792187,
132,0.00021914502905682863,
133,0.00021902267788900215,
134,0.00021901572054025114,
135,0.0002194105158673479,
136,0.00021927190187848812,
137,0.00021925393421495635,
138,0.00021962861798317215,
139,0.0002194694160528145,
140,0.00021943375863527743,
141,0.00021976828944821053,
142,0.0002195810230365387,
143,0.00021962757210234178,
144,0.00021979038166424682,
145,0.00021963845356572784,
146,0.00021991451395973277,
147,0.0002199930873169359,
148,0.00022030095151727127,
149,0.00022037724870754038,
150,0.00022014108678866903,
