Iteration No,Io,
1,0.000909190084195587,
2,0.0009376887989163774,
3,0.0009658718068265978,
4,0.0009922340406385507,
5,0.001043918350542694,
6,0.0010901539244347696,
7,0.001129200674692121,
8,0.0011609861299170434,
9,0.001183831802239377,
10,0.0011981712859428285,
11,0.0012044394034938033,
12,0.0012034449888490594,
13,0.0011974170397070598,
14,0.0011879856073219684,
15,0.0011765641914658193,
16,0.001164107977403389,
17,0.001151176289731852,
18,0.0011380595619797256,
19,0.0011249314567884038,
20,0.0011118876755777819,
21,0.0010969591108292165,
22,0.0010860827709290844,
23,0.0010735515419188144,
24,0.0010594975390161977,
25,0.00105161592241626,
26,0.0010378367382171245,
27,0.0010238557863675704,
28,0.0010127192166227053,
29,0.000998319491987651,
30,0.0009903863678290819,
31,0.0009821564035230957,
32,0.0009735884190365673,
33,0.0009649438673952806,
34,0.0009515476603849276,
35,0.0009410173427072577,
36,0.0009306064732668368,
37,0.0009204672073748288,
38,0.0009116918831294606,
39,0.0009034392971771623,
40,0.0008953431330358454,
41,0.0008878789091806823,
42,0.0008807476713501873,
43,0.0008738412537833732,
44,0.0008670753048395232,
45,0.0008599871599277977,
46,0.0008528814675334138,
47,0.000845864355927452,
48,0.000838987538214646,
49,0.0008322377187449978,
50,0.0008256261198783101,
51,0.0008191239331795454,
52,0.0008127020265711757,
53,0.0008063547018404867,
54,0.000800045237778274,
55,0.0007937524434011509,
56,0.0007874795929423653,
57,0.0007811690181236835,
58,0.000774812908050185,
59,0.0007683948775843179,
60,0.0007618905679793624,
61,0.000755367572435171,
62,0.0007488421032856017,
63,0.0007423836901561952,
64,0.0007360405872327648,
65,0.0007298248090768576,
66,0.0007211134756716987,
67,0.0007137749391857213,
68,0.0007074031247484201,
69,0.0007017120019048612,
70,0.0006991367582728457,
71,0.0006956437187879735,
72,0.0006915567173129769,
73,0.0006870790578812778,
74,0.0006823387869822738,
75,0.0006774563883610868,
76,0.0006724989362500418,
77,0.0006675320517381198,
78,0.0006626345547471174,
79,0.0006578471435599155,
80,0.0006531699158146374,
81,0.0006485847092129899,
82,0.0006440884803121527,
83,0.0006396557894406319,
84,0.0006352858834948838,
85,0.0006310106942145644,
86,0.0006268227295759234,
87,0.0006227106748406709,
88,0.0006186792795831128,
89,0.0006147084065339754,
90,0.0006108000660754839,
91,0.0006069623114218183,
92,0.0006032023112179925,
93,0.0005995052833576244,
94,0.0005958713585049805,
95,0.0005922931416604106,
96,0.0005887459079171875,
97,0.000585392639424002,
98,0.000582186872243768,
99,0.0005790954215672901,
100,0.0005759353074891974,
101,0.0005726161510050748,
102,0.0005692086607589849,
103,0.0005657641845619332,
104,0.0005624789202954403,
105,0.0005593100644003834,
106,0.0005562170447759497,
107,0.000553191408021616,
108,0.0005502238328654465,
109,0.000547293600363506,
110,0.0005444075605918503,
111,0.0005415639695143592,
112,0.0005387547823421521,
113,0.0005359695329067485,
114,0.00053321584761957,
115,0.0005304880747198039,
116,0.0005277945131938301,
117,0.0005251469160329295,
118,0.0005225522683461855,
119,0.0005199977084076334,
120,0.0005174845257477304,
121,0.0005150109916784575,
122,0.0005125652252212013,
123,0.0005101576285852262,
124,0.0005077967843352177,
125,0.0005054766301300841,
126,0.0005031839768173017,
127,0.0005009226599227729,
128,0.0004986764307077215,
129,0.0004964444486091403,
130,0.0004942349357370229,
131,0.0004920539640923408,
132,0.0004898915383804119,
133,0.00048775547161490184,
134,0.00048564892605947876,
135,0.000483562161023696,
136,0.00048150921655693794,
137,0.0004794978668519541,
138,0.0004775149188622987,
139,0.0004755611295193802,
140,0.0004736361912169704,
141,0.00047172988051112153,
142,0.0004698533898327186,
143,0.0004680051064196733,
144,0.0004661929416917094,
145,0.0004644017048457198,
146,0.0004626342183618125,
147,0.00046088959967067626,
148,0.00045915742462312764,
149,0.0004574479611021691,
150,0.0004557613941746094,
