Iteration No,alpha,Rd,W2,W1,Ibias,Alo,Rbias2,Rbias3,
1,0.035,1.4510861283136727,1.3185576936245575,1.4874462520541794,0.8735129340965384,1.6130230697521348,2.028883056841673,1.1556427417510085,
2,0.035,1.7093572933981136,1.406666021762754,1.5521545912032482,0.9319873596946332,1.5013365492078903,1.4426240294189432,1.4277391350206374,
3,0.035,1.738438173858273,1.3755704097671837,1.4782099048374895,0.9794706501517118,1.4498959359178705,1.464287417840444,1.4648232864884165,
4,0.035,1.4982781852079492,1.4890502906595406,1.7655212122536457,0.9942970269341067,1.7298435412676716,1.300596975928104,1.3088583391949402,
5,0.035,1.6608239048793665,1.4440381651603023,1.6962403209526595,0.7372600866329757,1.5745788947046335,1.3256492473959953,1.3428181424945798,
6,0.035,1.6897928960135724,1.4413117910715318,1.6505355476086743,0.7736952981499379,1.5768736509743464,1.3415093876166309,1.3748839707823437,
7,0.035,1.731294206239869,1.4258367209528315,1.6553969483648592,0.7873893839157572,1.5580257693726656,1.3165294378661174,1.3814457748600715,
8,0.035,1.808009037370106,1.4383699755968746,1.6595838990879381,0.8032696257181321,1.5889485352724735,1.2301983035471578,1.3829818588247005,
9,0.035,1.7824538511672197,1.405993661523669,1.6657093913557668,0.7636882212974064,1.555259288274767,1.1824723590955826,1.4288900101942212,
10,0.035,1.426645743733714,1.4276553862932932,1.7339143470588105,0.7172611487275949,1.3972977436208383,1.3634245074923597,1.5322407658787087,
11,0.035,1.2497793225613016,1.3097219790854084,1.6501235533409353,0.7136937170601516,1.515679128999957,1.8416306130093867,1.4119469700267655,
12,0.035,1.1586925440618239,1.1621833599136795,1.6184145641767012,0.8254109083279491,2.0017642361202785,2.080593128805616,1.4165074556950792,
13,0.035,1.2451138762488454,1.1984463935549563,1.5577093281114782,0.746857754718587,2.16970776075311,1.596245697436748,1.4681980351968424,
14,0.035,1.2340355751190581,1.2099994420025344,1.5775726451069394,0.7386472361337598,1.738902266584281,1.8583232333155892,1.534530616491493,
15,0.035,1.155312331211722,1.2159258360756624,1.6775463325876847,0.7672983934388856,2.192828962784673,1.5710856619063924,1.4865367473748956,
16,0.035,1.244013662446894,1.193080141017295,1.575214640920363,0.7811241095743956,2.203805371715877,1.6486141317817578,1.4398231650234985,
17,0.035,1.248202134260756,1.2802248039588284,1.5808762112608779,0.8458140997960948,2.1073787827134853,1.7187174655522583,1.43984984355636,
18,0.035,1.1852651011390318,1.179386488728967,1.5729252927912942,0.8045133328795695,2.098408133763085,1.796498676163202,1.5047936827052188,
19,0.035,1.19215794548229,1.2498729963302053,1.5687640714860138,0.7785739773035442,2.088449380108458,1.6501763952687327,1.4910129416751574,
20,0.035,1.2065933146672878,1.2378386934105952,1.5456509541497836,0.8163018723446099,2.191100326095763,1.6397975034765182,1.509357338180979,
21,0.035,1.1797218889805459,1.2167602637149482,1.5454343433534021,0.7866896777504424,2.1450820850573473,1.623837205151587,1.5557506759954245,
22,0.035,1.1623738027226351,1.1669838205145706,1.535966626734856,0.7710735024437706,2.2319633212738434,1.6580175865933395,1.5217598804456234,
