Iteration No,alpha,Rd,W2,W1,Ibias,Alo,Rbias2,Rbias3,
1,0.06,1.5828086647070871,1.3887549304397484,1.687476916447712,0.8151473527210552,1.7872974859658832,1.234069333862947,1.2212919206427577,
2,0.06,1.7319550050190846,1.4321451048323832,1.4829935499595088,0.9409446940802074,1.5283043627264765,1.3970885994714992,1.4570700366287856,
3,0.06,1.5068985177558103,1.4737882904049615,1.5960519066308418,1.0495794898303492,1.688740171795613,1.435424516619521,1.367743515009278,
4,0.06,1.7134950953138317,1.409607004928118,1.7418354498114226,0.793535477903937,1.5565756912031994,1.3054075383355022,1.3727094446291974,
5,0.06,1.8365863849315276,1.4430442663499945,1.7745859472966625,0.8663263234651762,1.4559202295446039,1.3099075258949502,1.3413591426574698,
6,0.06,1.225956636700466,1.4482382140632393,1.7256735008878157,0.8344082829227325,1.4604043472168309,1.890092927823494,1.3550083178205214,
7,0.06,1.3502911111938205,1.214778290155678,1.637249955992267,0.8384107838599457,1.9525607760618249,1.836620738857025,1.2942259020623346,
8,0.06,1.3449638652453078,1.1868836757222272,1.260059994109071,0.6814320517972517,2.042849285971816,1.4948305492163372,1.645072046261817,
9,0.06,1.0990668277582776,1.2813373466135316,1.5377060087707974,0.7654373218958987,2.1108480021687437,1.6819953427980903,1.5024501032055135,
10,0.06,1.65343312373308,1.4007231659084902,1.628320826496513,0.6155756184082176,1.3956751847908542,1.2429034693247571,1.4600710093776792,
11,0.06,1.41855365327191,1.4672950717257083,1.6535357008546183,0.6710930504500778,1.441039162223865,1.3073244643163622,1.5150169884210094,
12,0.06,1.3272493252713375,1.4412699040341796,1.738201652891488,0.6824613920651069,1.4128140661353639,1.4851806666577045,1.4334814456974503,
13,0.06,1.390362224892269,1.5548442927666677,1.6168774074254388,0.652414631092254,1.4087842293901165,1.3573880207396705,1.4428655278560882,
14,0.06,1.418496202353495,1.4854420637792065,1.7572197357995727,0.6916578499904621,1.4384767081438319,1.287603701348674,1.4775675831119535,
15,0.06,1.5227494995275719,1.452957927690248,1.5550802800833496,0.6539180327967398,1.4786043436007965,1.2607908208666871,1.4856940589359384,
