Iteration No,Io,
1,0.000868463226475465,
2,0.000877762947820371,
3,0.0008852711867916456,
4,0.0008923341447850765,
5,0.0009069371630633096,
6,0.0009202945598553592,
7,0.000933855507294284,
8,0.0009466902203919697,
9,0.0009597176546936599,
10,0.000972691120164688,
11,0.0009855096714175109,
12,0.000999121668062749,
13,0.0010126146945126698,
14,0.0010261274732846987,
15,0.0010395636583807938,
16,0.0010529156845665636,
17,0.0010661058897398407,
18,0.0010791940833048985,
19,0.0010910937464706303,
20,0.0010943539890639086,
21,0.0010976218475534619,
22,0.001098173149902261,
23,0.001096670129288967,
24,0.001095219546194536,
25,0.0010937792281776302,
26,0.001092436099110017,
27,0.0010858108685509256,
28,0.001087773818235938,
29,0.0010865106993805439,
30,0.0010871155603219581,
31,0.0010877026586649772,
32,0.0010881956495169326,
33,0.0010834587920947288,
34,0.0010795657343932014,
35,0.0010815067522900604,
36,0.0010750989462742194,
37,0.0010772166136330014,
38,0.001076014600523022,
39,0.0010747265383812027,
40,0.00107347778098809,
41,0.0010722424846714778,
42,0.0010659012916698482,
43,0.0010624481235503773,
44,0.0010641378008119312,
45,0.0010658731770753912,
46,0.0010675548567840544,
47,0.0010692388945137633,
48,0.0010709889399880932,
49,0.0010722630580052074,
50,0.0010734899615306025,
51,0.0010728882417832338,
52,0.0010671392814710617,
53,0.0010618526807466314,
54,0.0010567412444319958,
55,0.001053492406729542,
56,0.0010503517923062622,
57,0.001047230671357485,
58,0.0010492961929966934,
59,0.0010513804813148142,
60,0.0010533911765861774,
61,0.0010551995714802973,
62,0.001051868453651745,
63,0.0010485416256000744,
64,0.0010453274020857893,
65,0.001042320339469961,
66,0.0010455196439519343,
67,0.001040400414616351,
68,0.0010436170497319089,
69,0.0010385841057637811,
70,0.0010357164952204778,
71,0.0010380346813368205,
72,0.001040018428103691,
73,0.0010419390874494496,
74,0.0010426527017315815,
75,0.0010382538113187694,
76,0.0010342013103979745,
77,0.0010302877569591763,
78,0.0010276226992609152,
79,0.0010320666540811344,
80,0.0010331859501941044,
81,0.0010419301479019948,
82,0.0010422984400916134,
83,0.001041869432649412,
84,0.0010365332692434041,
85,0.0010317950046346389,
86,0.0010272242866173832,
87,0.001024634821458892,
88,0.0010277723066217422,
89,0.001022722906581237,
90,0.0010258809490531113,
91,0.0010208740853925324,
92,0.0010184111883486389,
93,0.0010227633179768715,
94,0.0010189332268300583,
95,0.001023276863909919,
96,0.001019454842777131,
97,0.0010170111526758372,
98,0.0010209852532569444,
99,0.0010167811352599903,
100,0.0010207357692797272,
101,0.001016578950159418,
102,0.0010142148327063841,
103,0.0010173131787799908,
104,0.001012294467711219,
105,0.001015407075227817,
106,0.0010104249072545872,
107,0.0010081672846862367,
108,0.0010115816020061176,
109,0.001012148788490415,
110,0.0010126983925854462,
111,0.0010132434895481653,
112,0.0010081789542836935,
113,0.0010059800688783475,
114,0.0010089410705416881,
115,0.001012941820083194,
116,0.0010224040501295385,
117,0.0010236259906360537,
118,0.0010249045225322179,
119,0.0010170508583087713,
120,0.0010118089482888263,
121,0.001011698813896433,
122,0.0010064116828319624,
123,0.0010092245048903426,
124,0.0010095644385881288,
125,0.0010049414522408785,
126,0.001008407938166556,
127,0.0010038423791753478,
128,0.0010017782330155485,
129,0.0010044613327893,
130,0.0010069593491740672,
131,0.0010093785536986952,
132,0.0010100698177939384,
133,0.0010107334897780577,
134,0.0010035415412874588,
135,0.0010044766981160886,
136,0.0010052506663672908,
137,0.00100133329851441,
138,0.0010067210473560955,
139,0.0010096236984496634,
140,0.0010121306339799132,
141,0.001014557440089386,
142,0.001007733278475538,
143,0.0010034148469784195,
144,0.0009990164591704492,
145,0.0009999423064685114,
146,0.0010008405700476074,
147,0.0010017322271280056,
148,0.0009969965259862673,
