Iteration No,alpha,fixed_alpha,Rd,W2,W1,Ibias,Alo,Rbias2,Rbias3,
1,0.1,0.05,1.7408180512507287,1.3070696939434898,1.7715954500424786,0.7947138971277395,1.7286400596578873,1.1808352731936664,1.202507074863624,
2,0.1,0.05,1.8686625909854264,1.228393331776128,1.4709740734986818,0.7524390438547074,1.5624720576768292,1.42157713267834,1.2896038938020826,
3,0.1,0.05,1.508121359242586,1.4059583582717177,1.784033691892562,0.6849122925870903,1.4430206479062817,1.285437285116834,1.4780226766889881,
4,0.1,0.05,1.435267292031167,1.373827658132821,1.7239627912336106,0.6731888380234549,1.3086579941343528,1.438533324104773,1.5202264030547479,
5,0.1,0.05,1.4156241241715575,1.276229704713322,1.6259343746013915,0.6843412759674005,1.6194176498578317,1.5226196103805087,1.385768068730438,
6,0.1,0.05,2.3011122243612214,1.2104006007447485,1.344735827401488,0.6763965960273804,1.713880151758647,1.2175008468121524,1.3398099885033254,
7,0.1,0.05,1.0533214787343363,1.2932438376558668,1.6038156598997313,0.706348230506605,1.951818098781991,1.597532401404415,1.578597621115545,
8,0.1,0.05,1.3589046095486743,1.201202752713342,1.3823797377540856,0.7075330041274794,2.2089812077336997,1.3988499552350069,1.5927569132944217,
9,0.1,0.05,1.5510536866573275,1.3836694745064038,1.5165210555836313,0.664409020716912,1.5816144261693312,1.3399824184940856,1.5173753040453648,
10,0.1,0.05,1.3712124383122573,1.2364634588269765,1.6363488138565552,0.7335991420675269,1.7102529351034237,1.4819809845056435,1.5219823419181164,
11,0.1,0.05,1.5339910693869412,1.3854797644694206,1.647692386416002,0.7086734994125181,1.4786397118085672,1.359026402581547,1.5161822679223973,
12,0.1,0.05,1.6285087051682925,1.3769483739566795,1.7224034322446502,0.7474453987843931,1.5388211658513262,1.1540523891429197,1.5583866000574311,
13,0.1,0.05,1.6178926121400354,1.3994237106401366,1.7438957344691832,0.7580988007151996,1.5442110454255609,1.1354141792007988,1.5445148990599746,
14,0.1,0.05,1.6300789339635926,1.3904648223749174,1.6153808331937778,0.7453390636323645,1.5757056862243224,1.1642229926055585,1.5566744756435564,
15,0.1,0.05,1.6110480739081832,1.4415391253902528,1.6935183094079036,0.7558528092007327,1.555980089602058,1.1183417242748928,1.5567570500752743,
16,0.1,0.05,1.6473147060684394,1.3830075817920917,1.5917124079717915,0.747306293520824,1.5592075993070003,1.1565235179795306,1.5974251262838544,
17,0.1,0.05,1.6194983554371458,1.3791209336351593,1.6596365734235812,0.7542322837309893,1.560575502682567,1.1593415274739807,1.5772534413902728,
18,0.1,0.05,1.624499881851075,1.371247225013716,1.6364815771202417,0.7601883816167181,1.5662370487425368,1.1737825727607372,1.5883147505749988,
19,0.1,0.05,1.6280919666670448,1.3756560941370404,1.6374591978454904,0.7548156631479022,1.546671698945347,1.1722881891831047,1.5880527058490232,
20,0.05,0.05,1.639106130851532,1.3645118675069354,1.5339832111264786,0.7471023680317493,1.5681634735859322,1.2038134602456514,1.605847414372636,
21,0.05,0.05,1.680700081321115,1.264440022880723,1.4032141321375007,0.7327605061886427,1.537793980205843,1.5490838056236136,1.546711757058695,
22,0.05,0.05,1.7058231687439354,1.2671696080724169,1.384608116295501,0.7505874793815337,1.5774642099774348,1.583795863713443,1.511675330042677,
23,0.05,0.05,1.7677859857385785,1.2731852618332258,1.4088237201003533,0.7534728045461115,1.6419433559475902,1.4555465023040743,1.5042395540431863,
24,0.05,0.05,1.825719334520308,1.2982400926748245,1.428157283861158,0.760550967703554,1.6858704372985427,1.347203867076849,1.4969444527811928,
25,0.05,0.05,1.8696946389755436,1.3064101541208144,1.409265174831983,0.7824901641425194,1.6552298015700657,1.472596500491968,1.419137446269486,
26,0.05,0.05,1.7372123539440716,1.3239153219705087,1.436743508971632,0.7886350644285601,1.7181088607897308,1.4474111891642143,1.4630106070724789,
27,0.05,0.05,1.9273424902645497,1.2826357389569278,1.3803298783059244,0.746184924683609,1.7747693534525548,1.3123116523192622,1.432570787073254,
28,0.05,0.05,1.935345346721319,1.2722044924442746,1.3567392296892438,0.7273541394399046,1.7816411052289707,1.3270996534901416,1.4069022734938723,
29,0.05,0.05,1.9410851300696488,1.2845057669215767,1.3436500672639953,0.72561536025236,1.7747324965814124,1.342066249799338,1.3929131049520844,
30,0.05,0.05,1.9103442256751846,1.2801286199484934,1.340329661705126,0.7245294056812225,1.7932854931482216,1.3404295479293848,1.4137869576615654,
31,0.05,0.05,1.8817360748433796,1.2812276461969339,1.3273713780811593,0.7155295809206181,1.777053369121141,1.3547360770559198,1.430549413252459,
32,0.05,0.05,1.8630896676074062,1.2805610253534343,1.3033067807052672,0.7057199195871019,1.7894770663323776,1.3707691706703835,1.4270184052097983,
33,0.05,0.05,1.8599686788351213,1.2674898734468982,1.2953514144033282,0.7091692175461419,1.7951130224665093,1.392390128971563,1.435160592026631,
34,0.05,0.05,1.9163370858638644,1.2699804938470312,1.2868007374441155,0.6834054719990713,1.8223529572419968,1.2671399881802907,1.4611598020088137,
35,0.05,0.05,1.5778402041860977,1.457852995399403,1.261122712338949,0.8297476514571848,1.555857266596008,2.315786418404849,1.2311342869451274,
36,0.05,0.05,1.4331359589183739,2.4481677985497625,1.2438600726337474,0.8797060900932717,1.455720247256301,1.7980127571798115,1.1978875594248775,
37,0.05,0.05,1.5890386187776329,2.4295528468310805,1.2243505287668255,0.7854835728045889,1.6418769601351477,1.1606465143373907,1.3555755512548424,
38,0.05,0.05,1.8108597722485829,1.285876103212656,1.2677511360890514,0.6707719056865713,1.7690041232080649,1.3826057256263473,1.4483815346318343,
39,0.05,0.05,1.812290072033542,1.251895569936788,1.274727068214079,0.6652145604324526,1.7681503139584598,1.424152709841271,1.4234343130279195,
40,0.05,0.05,1.807495015400585,1.2738923426544266,1.2632077083906694,0.6629008891148264,1.756394660731555,1.3991845220651506,1.4445335804229602,
41,0.05,0.05,1.8208516671437769,1.2760254499271493,1.2614337846433226,0.6541184904253996,1.7619730414154147,1.3618196527243613,1.4512666382397492,
42,0.05,0.05,1.8222385999213244,1.277958959817357,1.2593194610110707,0.650130252187281,1.756561977749127,1.3602798425087654,1.4490314971986524,
43,0.05,0.05,1.8059997896841051,1.2594472947395796,1.2669217369717045,0.637085837076076,1.738385335859191,1.387947929751905,1.4292231203441306,
44,0.05,0.05,1.8404128815542422,1.2734514130508665,1.228128489208816,0.6357031783281378,1.7346873268115977,1.4248964013814773,1.4180739965774751,
45,0.05,0.05,1.8459853436410274,1.3123140173847352,1.233940950681057,0.6518210086894323,1.6937802864473075,1.4759625307995625,1.3835256161436609,
46,0.05,0.05,1.8422065701712889,1.2379101809077828,1.2467652327988237,0.6468288336221225,1.754621465719207,1.4177494594344138,1.4347482599237122,
47,0.05,0.05,1.6038038649922775,2.40506105609425,1.2532014247104875,0.754514139274284,1.5102936595677494,1.2560261407479163,1.2797592054074343,
48,0.05,0.05,1.6108614338722245,2.384605478872097,1.2492771913737035,0.749439900756959,1.5156492409760134,1.2581989121650885,1.2768760094016933,
49,0.05,0.05,1.8078358003815065,1.2896118835081098,1.2536413237613044,0.6309511310332059,1.7694526159521162,1.332266259315035,1.4248652435165543,
50,0.05,0.05,1.8180616044027298,1.2903731355490093,1.2534014411588161,0.6404532379283757,1.737625865541349,1.3624065653871495,1.4309083513170562,
51,0.05,0.05,1.8255062018279216,1.2911753758585784,1.2538292348415139,0.6371867556581684,1.7431369604259177,1.3361149351992416,1.4386354021845869,
52,0.05,0.05,1.7981851326045177,1.2940689095504723,1.2621748858633461,0.6306959678877696,1.7170172974199969,1.3755975700908663,1.4124921520391187,
53,0.05,0.05,1.7973070960614312,1.2628375747473404,1.2615070869706961,0.6309712791354872,1.75987890017152,1.3757763646471024,1.4130125362343053,
