Iteration No,Ibias,
1,0.00028759655400502435,
2,0.0002882676529142919,
3,0.0002910666362279638,
4,0.00029468647600824747,
5,0.0003002882002703298,
6,0.0003051735184217947,
7,0.00030684127024966474,
8,0.0003047605817368507,
9,0.0003001552948522019,
10,0.00029474553506803395,
11,0.00028964670010425095,
12,0.0002852610208038621,
13,0.00028158177055683827,
14,0.0002784609677410863,
15,0.00027574301118688123,
16,0.0002733063552726709,
17,0.00027107018333206333,
18,0.0002689849650841506,
19,0.0002670195767520464,
20,0.0002651580686602384,
21,0.000263392144789888,
22,0.0002617138365356893,
23,0.0002601198937693905,
24,0.0002586037832563176,
25,0.00025716208593369756,
26,0.00025579256974390713,
27,0.00025449131193446315,
28,0.00025325882790106614,
29,0.00025209050068365985,
30,0.0002509842235986112,
31,0.00024993873965765956,
32,0.0002489505055926844,
33,0.0002480169250469646,
34,0.000247136677522474,
35,0.00024630959296739416,
36,0.00024553395391880536,
37,0.0002448094285258021,
38,0.0002441360104518715,
39,0.0002435109716744994,
40,0.000242932779735373,
41,0.00024240171268786895,
42,0.00024191480888494451,
43,0.0002414725547265953,
44,0.00024107733009363848,
45,0.0002407229960755886,
46,0.00024040899630804443,
47,0.00024013175072347696,
48,0.00023989488069772895,
49,0.00023969808200685863,
50,0.00023954441229817272,
51,0.00023943372389927266,
52,0.00023936132591846377,
53,0.00023932801627958355,
54,0.00023932939572421448,
55,0.00023936628113160088,
56,0.00023943332388606873,
57,0.00023954026101445186,
58,0.00023968220627009645,
59,0.0002398535277968493,
60,0.00024006096077801482,
61,0.00024030065737318053,
62,0.00024057391950688665,
63,0.00024088417386239374,
64,0.00024122489419323598,
65,0.00024159198063087808,
66,0.0002419843845791302,
67,0.00024240601766917962,
68,0.00024286049723680424,
69,0.00024335106677013033,
70,0.00024387592314963015,
71,0.000244453001980501,
72,0.00024505473156857555,
73,0.0002457016598033622,
74,0.00024634879149575465,
75,0.0002470267976603559,
76,0.00024776933542527957,
77,0.0002485437777289091,
78,0.00024936674714214253,
79,0.00025019045651257293,
80,0.0002509990293581135,
81,0.00025179892954181767,
82,0.0002526285066678061,
83,0.00025348479390531253,
84,0.00025436838748097514,
85,0.0002552926635382986,
86,0.00025624660256725067,
87,0.0002572269862539682,
88,0.0002582387663748034,
89,0.0002592696558475651,
90,0.0002603204201764598,
91,0.0002613912798059578,
92,0.0002624901781116195,
93,0.0002636087541861002,
94,0.00026479328208061216,
95,0.00026600130299026897,
96,0.0002672187948550011,
97,0.00026840633728795994,
98,0.0002696171127001603,
99,0.000270849558515064,
100,0.0002721012679347709,
101,0.00027337010409698374,
102,0.00027461369473383583,
103,0.0002759338087352175,
104,0.00027727795688715337,
105,0.0002786920401120001,
106,0.0002801228047401889,
107,0.00028151271270889525,
108,0.0002829202428345451,
109,0.0002843493229438608,
110,0.00028579688026628494,
111,0.0002872668522021425,
112,0.00028876020267518235,
113,0.00029027328991422296,
114,0.0002918069843575853,
115,0.000293356376907581,
116,0.00029492089068464215,
117,0.0002965055498618531,
118,0.00029810818295389227,
119,0.00029973125115875674,
120,0.00030137429607864324,
121,0.00030303290846096955,
122,0.00030470901213130975,
123,0.0003064009265838942,
124,0.00030810921575516594,
125,0.00030983381142226496,
126,0.00031157875557480174,
127,0.0003133371629005943,
128,0.0003151107850594017,
129,0.00031690033882537174,
130,0.00031870266822909865,
131,0.0003205211678909475,
132,0.0003223490633431705,
133,0.0003241895539909962,
134,0.000326041684422183,
135,0.0003279053195709044,
136,0.00032978930455067465,
137,0.0003316900558893877,
138,0.0003336072436490204,
139,0.00033554615959642076,
140,0.0003374969363280478,
141,0.00033946094281427157,
142,0.00034143743914016834,
143,0.0003434214733825873,
144,0.0003454195702204823,
145,0.00034742988317776444,
146,0.00034945638484151184,
147,0.0003514952965266253,
148,0.0003535494190885105,
149,0.00035561991363596424,
150,0.0003577006949592658,
151,0.0003597951057770522,
152,0.00036189950086825106,
153,0.0003640133781794107,
154,0.0003661405449607614,
155,0.0003682850941197185,
156,0.0003704434395536254,
157,0.00037261430062208897,
158,0.0003747967716896027,
159,0.0003769815096083388,
160,0.0003791778873592006,
161,0.0003813857812659399,
162,0.00038360241089907304,
163,0.0003858338686143189,
164,0.00038807345284251973,
165,0.0003903224029686566,
166,0.0003925832660286645,
167,0.00039485587709883567,
168,0.0003971426994668802,
169,0.0003994418326745595,
170,0.00040175517614143657,
171,0.0004040770425349985,
172,0.000406405775912727,
173,0.0004087417499696729,
174,0.0004110893103639538,
175,0.00041344622924443733,
176,0.00041581902815524555,
177,0.0004182046704363018,
178,0.0004205959619852085,
179,0.0004230017685698046,
180,0.0004254157371099095,
181,0.0004278389618634455,
182,0.0004302782774714621,
183,0.0004327258414130444,
184,0.0004351817328349544,
185,0.0004376480866992085,
186,0.0004401200877176831,
187,0.00044259982334554946,
188,0.0004450914504430848,
189,0.00044759150302357137,
190,0.00045009908297169346,
191,0.00045261817949673086,
192,0.0004551450068575063,
193,0.000457684076545427,
194,0.00046023576680227286,
195,0.0004628002770479446,
196,0.0004653724007092975,
197,0.0004679581133099767,
198,0.00047055109890182655,
199,0.0004731465307243549,
200,0.0004757525788528933,
201,0.00047836099761776714,
202,0.00048097644710427985,
203,0.0004836050439322817,
204,0.0004862432808504282,
205,0.000488886937852248,
206,0.0004915367972868579,
207,0.0004941992203956893,
208,0.0004968678270958695,
209,0.0004995481327526135,
210,0.0005022417851808133,
211,0.0005049356769676229,
212,0.0005076365178018075,
213,0.0005103509535657981,
214,0.0005130718058600285,
215,0.0005158054344584316,
216,0.0005185460856607127,
217,0.0005212870512949737,
218,0.000524034920819096,
219,0.0005267888582801604,
220,0.0005295545082284768,
221,0.0005323348331372486,
222,0.0005351268140409367,
223,0.0005379253941035333,
224,0.0005407370195435812,
225,0.0005435527786225574,
226,0.0005463755761046429,
227,0.0005492103215977276,
228,0.0005520498089058705,
229,0.0005549013357096456,
230,0.0005577515895469734,
231,0.0005606097808977895,
232,0.0005634724289244365,
233,0.0005663348359657839,
234,0.0005692101821226268,
235,0.0005720974941174175,
236,0.0005749950732538816,
237,0.0005779031963486712,
238,0.0005808254894203613,
239,0.0005837524219736752,
240,0.0005866837529514086,
241,0.0005896248785142854,
242,0.0005925691127958597,
243,0.0005955122635916796,
244,0.000598460009068138,
245,0.0006014049745159897,
246,0.0006043555291767034,
247,0.0006073096416420525,
248,0.0006102670114125573,
249,0.0006132336159506864,
250,0.0006162110422321684,
251,0.0006191997149992943,
252,0.0006221995205623271,
253,0.0006252042448128134,
254,0.0006282060664952634,
255,0.0006312125219011962,
256,0.0006342241072272317,
257,0.0006372501061738798,
258,0.0006402899472676565,
259,0.0006433432134450812,
260,0.0006464021876452933,
261,0.000649464941129613,
262,0.0006525329584046759,
263,0.0006556060879783111,
264,0.0006586918297655525,
265,0.000661774681677327,
266,0.0006648611733393384,
267,0.0006679515543278689,
268,0.0006710459086165507,
269,0.0006741505492510901,
270,0.000677259316458242,
271,0.0006803713158413139,
272,0.0006834874410444389,
273,0.0006866076303499766,
274,0.0006897385419302661,
275,0.0006928807818209967,
276,0.0006960334594991796,
277,0.0006992045042135673,
278,0.0007023795213400605,
279,0.0007055584397153221,
280,0.0007087414360266715,
281,0.0007119215046547151,
282,0.0007151115664845863,
283,0.0007183050989496906,
284,0.0007215017252036465,
285,0.0007247086088093308,
286,0.0007279190614981914,
287,0.0007307836463974621,
288,0.0007329294658557444,
289,0.0007343606967981787,
290,0.0007350898797531634,
291,0.0007354854137011947,
292,0.0007359250581997538,
293,0.0007364090965105989,
294,0.0007369301142897802,
295,0.000737488268707876,
296,0.0007380760956351631,
297,0.0007386863421899524,
298,0.000739319036863891,
299,0.0007399593603045066,
300,0.0007406148670727613,
