Iteration No,Ibias,
1,0.0009115277895228467,
2,0.0009012013921371738,
3,0.0008974990903477207,
4,0.0008928189285153337,
5,0.0008833562533920312,
6,0.0008770303863807866,
7,0.0008693781478300642,
8,0.0008628487098891779,
9,0.0008560714675039456,
10,0.0008497764578415216,
11,0.0008435435750342522,
12,0.000837580686677378,
13,0.0008317571058661398,
14,0.0008261282589334541,
15,0.0008206508013529262,
16,0.000815333082973046,
17,0.0008101585286901586,
18,0.0008051231291438269,
19,0.0008002174245570822,
20,0.0007954373999510208,
21,0.0007907763832816219,
22,0.0007862295585061021,
23,0.0007817896414703698,
24,0.0007774539789439771,
25,0.0007732120361056171,
26,0.0007690735744179026,
27,0.000765023254863563,
28,0.0007610641652467298,
29,0.0007571936853347833,
30,0.0007533981686155125,
31,0.000749685919094722,
32,0.0007460489385816402,
33,0.0007424879486440752,
34,0.000738998062906783,
35,0.0007355779251220695,
36,0.0007322248454718061,
37,0.0007289379706273496,
38,0.0007257153179971369,
39,0.0007225554285455473,
40,0.0007194555819328649,
41,0.0007164143960098539,
42,0.0007134299721395397,
43,0.0007105029796031467,
44,0.0007076306631269871,
45,0.0007048127784411765,
46,0.000702048927930888,
47,0.0006993371091878687,
48,0.0006966772189161611,
49,0.0006940685719054015,
50,0.0006915098788048239,
