Iteration No,Io,
1,0.0009686544560304044,
2,0.0010243906719879857,
3,0.0010718385620451215,
4,0.0011078200236166928,
5,0.001171487924033197,
6,0.001201509641668897,
7,0.001202827439777519,
8,0.0011849816787305434,
9,0.0011584823068453397,
10,0.0011311144876518652,
11,0.001104402065147998,
12,0.00107494856877238,
13,0.0010497682461695621,
14,0.00102987651250311,
15,0.0010042394106809685,
16,0.0009849711854981948,
17,0.0009631748275993028,
18,0.0009343961584681465,
19,0.0009143142374012674,
20,0.0008934501577093317,
21,0.0008739481110291767,
22,0.0008592574829331403,
23,0.000844687780631261,
24,0.0008309166003965789,
25,0.0008177068786907721,
26,0.0008049806179040748,
27,0.0007926609949016913,
28,0.0007806230847106628,
29,0.0007686964590226691,
30,0.0007567599152394619,
31,0.0007445559792322035,
32,0.0007322659163905552,
33,0.0007200460906843127,
34,0.0007025847988503799,
35,0.0006892227558668976,
36,0.0006771731754095989,
37,0.0006657359138120713,
38,0.0006603507326850196,
39,0.0006519181994703734,
40,0.0006431204594511497,
41,0.0006346010653176398,
42,0.0006263527890308092,
43,0.0006183193645919477,
44,0.000610550918140821,
45,0.0006030454636036949,
46,0.0005957690151898294,
47,0.0005887053242287743,
48,0.0005818538310856564,
49,0.0005750657100535332,
50,0.0005684565518374091,
51,0.0005620649227541118,
52,0.000555846157192335,
53,0.0005499018016419993,
54,0.00054416846797695,
55,0.0005385580527972655,
56,0.0005330840418538286,
57,0.0005277631580073586,
58,0.0005225483592292134,
59,0.0005174743324058644,
60,0.0005125576045576371,
61,0.0005077899707551365,
62,0.000503147432362556,
63,0.0004986342581399599,
64,0.0004942355378252475,
65,0.0004898922572492241,
66,0.0004856541803685033,
67,0.0004815472664385963,
68,0.0004775309786862569,
69,0.0004736503622835757,
70,0.0004699049963443485,
71,0.0004662324007252064,
72,0.0004626733077018172,
73,0.00045922545102925155,
74,0.00045582310677359794,
75,0.0004524847432463062,
76,0.0004492020063834514,
77,0.00044597008768422106,
78,0.0004428263164640362,
79,0.00043978044663248254,
80,0.00043684704329782206,
81,0.00043397781977316916,
82,0.0004311867120754238,
83,0.0004284899878256494,
84,0.000425831235297868,
85,0.00042325198109468236,
86,0.0004207548667309948,
87,0.0004182801417890093,
88,0.000415847608585323,
89,0.00041345420066781006,
90,0.0004110816825726999,
91,0.0004087715017856063,
92,0.0004065497789109966,
93,0.00040437831312095597,
94,0.0004022700381892015,
95,0.00040022630039875985,
96,0.00039822482646707097,
97,0.00039629231259975876,
98,0.00039442457903928477,
99,0.0003925846041764544,
100,0.00039078762663732224,
101,0.0003890384215705379,
102,0.00038731987705171935,
103,0.00038565557763242024,
104,0.00038402009740259857,
105,0.0003823909699691598,
106,0.00038075266297951264,
107,0.0003791282891890362,
108,0.0003775401186151505,
109,0.00037599902039314,
110,0.00037452598370111737,
111,0.00037309321265644715,
112,0.0003717016803540406,
113,0.0003703338943345411,
114,0.00036901092560041616,
115,0.00036771308068719085,
116,0.0003664510463420659,
117,0.0003652188960398644,
118,0.00036401379127103584,
119,0.0003628370348235904,
120,0.00036168643150003157,
121,0.0003605606754286783,
122,0.0003594395099989117,
123,0.0003583483341570193,
124,0.00035727461881274674,
125,0.0003562382999646814,
126,0.0003552334672500767,
127,0.0003542592150015245,
128,0.00035327589342225226,
129,0.0003522785955349946,
130,0.00035127519954392366,
131,0.0003502761345599326,
132,0.0003493103118327014,
133,0.0003483816282076496,
134,0.000347483168040209,
135,0.0003466124948176101,
136,0.00034576717589116033,
137,0.0003449439606160769,
138,0.00034414249789742254,
139,0.00034333262855252227,
140,0.000342535178969711,
141,0.0003417111814292476,
142,0.0003408546013078071,
143,0.0003399775286949807,
144,0.00033905006205128634,
145,0.00033814682875643517,
146,0.000337253776694521,
147,0.00033639001455170944,
148,0.0003355714619106691,
149,0.00033477676352542714,
150,0.0003339725672716264,
151,0.00033321417823385814,
152,0.00033244095210449175,
153,0.0003316288410403367,
154,0.0003308456362885214,
155,0.000330074868923681,
156,0.0003293315510154672,
157,0.00032860844962339064,
158,0.0003311971040693421,
159,0.00033187480518831117,
160,0.0003358339399976365,
161,0.00033783142216861715,
162,0.0003364117675091051,
163,0.0003368233239182262,
164,0.00033389486513195305,
165,0.00033287896381584424,
166,0.00033194641322973516,
167,0.0003310761669540104,
168,0.0003302580581274932,
169,0.0003294744026636698,
170,0.00033197194997696436,
171,0.00033216038912060685,
172,0.0003356458589397974,
173,0.00033709366483862974,
174,0.0003385850818712257,
175,0.000340227452397907,
176,0.0003418336684712418,
177,0.0003433312865355764,
178,0.0003415249999678326,
179,0.00034176286144205594,
180,0.0003386726445582352,
181,0.00033769516970019004,
182,0.0003367017953648301,
183,0.00033577005217434193,
