Iteration No,alpha,Rd,W2,W1,Ibias,Alo,Rbias2,Rbias3,
1,0.045,1.7686715920914848,1.1369770221492155,1.1301940456424384,0.8305929794063116,1.7055737139663407,1.6222586372347385,1.7156587310814573,
2,0.045,1.7050510741971656,1.158000432288859,1.1388298343577918,0.8635426964667385,1.6509071092850611,1.6296848009165263,1.835335894266014,
3,0.045,1.7252913042462763,1.154664924758874,1.1510101333245983,0.8520446601834575,1.681089158487908,1.6054391929282001,1.7766998950246065,
4,0.045,1.7205372675200439,1.1583359704172909,1.1425344810172906,0.8604926430587162,1.6733431996686223,1.6109099290351667,1.8099658347180203,
5,0.045,1.7298775022223172,1.1569906888426182,1.1359771244302104,0.8590517627790317,1.679890404615996,1.6156576028172969,1.800233998933335,
6,0.045,1.6898831389292825,1.2255394512090465,1.1464082522070742,0.8628849691198177,1.6738880685305044,1.5920299510936315,1.7659640755462795,
7,0.045,1.6938664043430236,1.2294512846362644,1.1342986543071805,0.8671422820721351,1.673705996802732,1.600582283375336,1.7772727294708581,
8,0.045,1.687905286864263,1.2630868263342792,1.1274899266961707,0.8667864283619404,1.6745401449182287,1.5888027946650394,1.7636680596906051,
9,0.045,1.6746637832351479,1.2611697591342932,1.1443553874044523,0.8656191877570987,1.673589102458313,1.5838143408097043,1.7587364950783169,
10,0.045,1.6912989771743694,1.2321215222079118,1.127051265844514,0.86227941116304,1.6834739287896776,1.59852177276386,1.774752310587944,
