Iteration No,Ibias,
1,0.006470774328481179,
2,0.006280880741771386,
3,0.00615657511550188,
4,0.006079918084486676,
5,0.005926732572815242,
6,0.005877967905391048,
7,0.005887186008651124,
8,0.0059223413645922455,
9,0.0059618717566472705,
10,0.005990708066899195,
11,0.005999799231870243,
12,0.005985920058459398,
13,0.0059549021205486195,
14,0.005914824388180577,
15,0.005872285910324909,
16,0.005831567660355059,
17,0.005791616939484831,
18,0.005752989872920996,
19,0.005716161797475711,
20,0.005681026429641607,
21,0.005648491244862598,
22,0.005618073309704888,
23,0.0055891646064962636,
24,0.005561888598991599,
25,0.005535748250346581,
26,0.005510690026183013,
27,0.005486918612883317,
28,0.005464320346564413,
29,0.005443106580045726,
30,0.005423038115332247,
31,0.005403834026032459,
32,0.0053831492023208504,
33,0.005364596042796608,
34,0.005344932252567262,
35,0.005328644977417026,
36,0.005314233988440864,
37,0.0053023361779456985,
38,0.00529311044432064,
39,0.005284615204563725,
40,0.005277086261395157,
41,0.005269576329813531,
42,0.005262139240942523,
43,0.0052556099757144785,
44,0.0052498359028019395,
45,0.005244480992356852,
46,0.005239688774068605,
47,0.005235368821794012,
48,0.005231043906814278,
49,0.005225047884864055,
50,0.0052226770964725125,
51,0.005216388132979961,
52,0.005214081379268612,
53,0.00521059434703838,
54,0.005206989506062712,
55,0.005203457637232471,
56,0.005199996785763424,
57,0.0051968148193431,
58,0.005193807845961675,
59,0.00519061703994675,
60,0.005186104373404329,
61,0.0051831428012499865,
62,0.0051793503088934005,
63,0.0051762061320450295,
64,0.005174558971042089,
65,0.005170457122766842,
66,0.005166757305122194,
67,0.005163032777861654,
68,0.005159472088258753,
69,0.005155989508859717,
70,0.0051521988134269935,
71,0.00514857999204253,
72,0.005145001079778146,
73,0.005141459991004739,
74,0.005138411441895752,
75,0.005135219619483876,
76,0.005132110989162414,
77,0.005128984776227884,
78,0.00512527705178523,
79,0.0051217789722552,
80,0.005118283173756222,
81,0.005114793201702225,
82,0.005112168760564836,
83,0.005109253758768021,
84,0.00510645707301064,
85,0.005103686583356914,
86,0.005099878264458112,
87,0.00509644408276026,
88,0.005092955698180645,
89,0.005089536245525333,
90,0.005087123322653479,
91,0.005084268225197365,
92,0.00508148044224517,
93,0.005078764544502279,
94,0.005075748484942185,
95,0.0050730052710666875,
96,0.005070361099288103,
97,0.005067641652772239,
98,0.0050646176292422265,
99,0.005061692097114615,
100,0.005058763377956792,
101,0.005055926568094589,
102,0.005053711474485101,
103,0.005051280459255635,
104,0.005048926476860663,
105,0.005046545742614462,
106,0.005043343980311777,
107,0.005040449301553845,
108,0.005037538155108201,
109,0.005034794256394532,
110,0.0050331199939997965,
111,0.005031071293749679,
112,0.005029028104310112,
113,0.005027059520674852,
114,0.005024736027217036,
115,0.00502257061739049,
116,0.005020499665846181,
117,0.0050183773391071175,
118,0.005015840081596865,
119,0.005013440641151271,
120,0.005011083792605365,
121,0.005008736061704372,
122,0.005006359471228923,
123,0.005004001269320175,
124,0.00500169363169635,
125,0.0049994050450938065,
126,0.004997061359459327,
127,0.004994743444822486,
128,0.004992434733211608,
129,0.004990205811426663,
130,0.004987915798260127,
131,0.004985656775266822,
132,0.004983440911823723,
133,0.004981249823118611,
134,0.004979125799936684,
135,0.004976993966946317,
136,0.004974912180041825,
137,0.004972874708355171,
138,0.004970665448912296,
139,0.004968534901308793,
140,0.004966384245853458,
141,0.004964337973441634,
142,0.0049624938076074255,
143,0.004960573773811086,
144,0.004958507932111838,
145,0.0049565007381322515,
146,0.004954402199759577,
147,0.004952345137668752,
148,0.004950108654387739,
149,0.004947942985330749,
150,0.004945754401413277,
151,0.004943587400111387,
152,0.004941281503825569,
153,0.004939029241384769,
154,0.004936716749313825,
155,0.004934442666113591,
156,0.004932054030283806,
157,0.004929718242346979,
158,0.004927370644615883,
159,0.004925051583702043,
160,0.004922557107195824,
161,0.004920140498345305,
162,0.004917676685488684,
163,0.004915237371826838,
164,0.004912684376355157,
165,0.004910185977143941,
166,0.004907671530542461,
167,0.004905177617420048,
168,0.004902540090981393,
169,0.004899965884584369,
170,0.00489735970785235,
171,0.004894793329953341,
172,0.004892127753560539,
173,0.004889516010887314,
174,0.004886893908546637,
175,0.004884298766272962,
176,0.0048815556107173926,
177,0.004878884108711512,
178,0.004876262465662462,
179,0.004873637818508195,
180,0.0048708998655579575,
181,0.0048682264436764565,
182,0.00486546165462126,
183,0.004862756065653567,
184,0.004859960709918859,
185,0.0048572235445641454,
186,0.0048544947717300635,
187,0.004851780788389627,
188,0.004849056738109167,
189,0.004846349657497718,
190,0.004843569167032626,
191,0.004840842079660086,
192,0.00483803952562298,
193,0.004835283762249846,
194,0.004832539329096277,
195,0.004829810916519792,
196,0.004827007820651168,
197,0.004824262537957254,
198,0.004821512312689159,
199,0.004818785567538962,
200,0.004815971723623221,
201,0.004813207587585983,
202,0.004810385129063807,
203,0.0048075977832353995,
204,0.00480481995696415,
205,0.004802071366156886,
206,0.004799278513478602,
207,0.004796537403191957,
208,0.004793740137228133,
209,0.004790976908487214,
210,0.004788198326873213,
211,0.004785440492865061,
212,0.004782641063251944,
213,0.00477988013602193,
214,0.004777080601532801,
215,0.004774337975226785,
216,0.00477151988265571,
217,0.004768752718759626,
218,0.004765771340853333,
219,0.004762868240696382,
220,0.004759544720478674,
221,0.0047563752151106135,
222,0.004752415529577407,
223,0.004748698137038818,
224,0.004744078121630489,
225,0.004739655763268399,
226,0.004734880703286637,
227,0.004730139108307753,
228,0.004725461600791446,
229,0.004720781909702543,
230,0.004716125929428886,
231,0.004711512330959172,
232,0.004706920359831501,
233,0.004702363202115854,
234,0.004697836458504116,
235,0.004693338184479846,
236,0.004688871504652958,
237,0.0046844399920971894,
238,0.004680049560025418,
239,0.004675691661184953,
240,0.004671360967098439,
241,0.004667057692112932,
242,0.004662777937118182,
243,0.004658533489262435,
244,0.004654328370190188,
245,0.004650145268626323,
246,0.004645993746160803,
247,0.004641868099493648,
248,0.004637765934308766,
249,0.004633702070616721,
250,0.004629678096418089,
251,0.0046256789302868695,
252,0.004621709355764513,
253,0.004617764411189892,
254,0.004613838094724066,
255,0.0046099414872371215,
256,0.004606078435357731,
257,0.004602232229906108,
258,0.004598417937839022,
259,0.0045946300909941356,
260,0.0045908548790610385,
261,0.004587122208024798,
262,0.0045834070793955494,
263,0.004579715573298753,
264,0.0045760607245247595,
265,0.004572414056542348,
266,0.004568799628706049,
267,0.004565206181197855,
268,0.004561641459403607,
269,0.0045581089206550235,
270,0.004554594024437115,
271,0.004551105661392858,
272,0.004547628229138005,
273,0.004544178402957061,
274,0.004540762590899712,
275,0.004537368962478936,
276,0.004533996355578209,
277,0.004530645751688168,
278,0.004527310502057867,
279,0.004523998632054144,
280,0.004520725888772682,
281,0.0045174800610477545,
282,0.00451425621270441,
283,0.004511057681534684,
284,0.004507860156206944,
285,0.004504685349076656,
286,0.004501532460581308,
287,0.004498398185807262,
288,0.004495301721256333,
289,0.004492226438843873,
290,0.004489162412979362,
291,0.004486118866540694,
292,0.004483096639583547,
293,0.0044800911629657506,
294,0.0044771229888358535,
295,0.004474176642725303,
296,0.004471245886645752,
297,0.004468335248967498,
298,0.004465435500667549,
299,0.004462552585465994,
300,0.0044596914559763565,
301,0.004456846591533433,
302,0.004454029489292984,
303,0.004451233687424991,
304,0.004448459226134815,
305,0.004445695538277011,
306,0.004442941060506456,
307,0.004440212218931707,
308,0.00443749973458196,
309,0.004434814528904214,
310,0.004432156601617162,
311,0.004429509919302162,
312,0.004426878120697238,
313,0.004424266595736471,
314,0.004421674161789289,
315,0.004419102279878401,
316,0.004416546232226499,
317,0.004414016548877411,
318,0.004411504136338157,
319,0.00440900698432942,
320,0.004406530696432724,
321,0.004404055210013616,
322,0.004401589881687884,
323,0.00439913539856726,
324,0.004396696820274364,
325,0.00439427941937209,
326,0.004391883484248498,
327,0.004389509063540005,
328,0.004387145233417042,
329,0.0043847911567569215,
330,0.004382447707252664,
331,0.004380113521448112,
332,0.004377804974036117,
333,0.004375516093867446,
334,0.0043732418210554146,
335,0.004370994394739432,
336,0.004368756158995712,
337,0.004366533560054879,
338,0.004364331280612943,
339,0.004362137824153122,
340,0.004359965316514823,
341,0.004357819598935725,
342,0.0043556840846171495,
343,0.0043535643609871905,
344,0.004351450218818062,
345,0.004349345696647182,
346,0.004347256101319315,
347,0.004345186213286176,
348,0.0043431359114979645,
349,0.004341095466640614,
350,0.004339065172438744,
351,0.004337046097410758,
352,0.004335037110725002,
353,0.0043330433361659345,
354,0.004331076266078782,
355,0.004329113472394414,
356,0.004327165669492208,
357,0.004325233249044645,
358,0.004323304107413285,
359,0.0043213840007002334,
360,0.004319474317231136,
361,0.004317579686059985,
362,0.0043157004821080935,
363,0.004313851857240191,
364,0.004312012376290055,
365,0.004310182425609689,
366,0.004308366848153356,
367,0.004306550703075767,
368,0.0043047542361844635,
369,0.004302956887448514,
370,0.004301164024869328,
371,0.004299397244406359,
372,0.004297646181978489,
373,0.004295920475893827,
374,0.004294209589690692,
375,0.00429250777571276,
376,0.0042908147872026455,
377,0.004289130624275321,
378,0.004287455468350186,
379,0.004285779174851685,
380,0.004284118129062792,
381,0.004282467416353837,
382,0.004280837275427128,
383,0.004279222036365551,
384,0.004277616279099873,
385,0.004276019317263767,
386,0.0042744264487315055,
387,0.004272853367937441,
388,0.004271284174661501,
389,0.00426974075771348,
390,0.004268217495844489,
391,0.004266703603342598,
392,0.004265204336960866,
393,0.004263719598750717,
394,0.004262228311543015,
395,0.0042607463004912145,
396,0.004259262592378206,
397,0.004257771569292208,
398,0.00425630070701542,
399,0.004254828108642243,
400,0.004253370572990395,
401,0.004251922337086116,
402,0.004250494088971279,
403,0.004249081172173392,
404,0.004247687924648988,
405,0.004246309513656538,
406,0.0042449237628215414,
407,0.00424355750573293,
408,0.004242200599807426,
409,0.0042408534318213766,
410,0.004239520773655782,
411,0.004238196964350821,
412,0.004236887580394781,
413,0.004235586899617916,
414,0.004234294742997326,
415,0.004233000677690352,
416,0.004231699232277747,
417,0.0042304069737218565,
418,0.004229140099601538,
419,0.004227888211530237,
420,0.00422665114144982,
421,0.004225428288909536,
422,0.00422419402344858,
423,0.004222969020028402,
424,0.004221764330899715,
425,0.0042205581561158044,
426,0.004219371018725691,
427,0.004218192498949247,
428,0.004217011859350371,
429,0.004215840163715068,
430,0.004214666843262794,
431,0.004213508644486545,
432,0.004212358811584544,
433,0.004211223242197292,
434,0.004210102630463672,
435,0.00420898036307928,
436,0.004207867451324241,
437,0.004206757801354625,
438,0.0042056615142743795,
439,0.004204568258099794,
440,0.004203489181420577,
441,0.004202408605905971,
442,0.004201332063649385,
443,0.00420026981492681,
444,0.004199206463770478,
